user_utterance,therapist_utterance,label
할머니와 제가 예전에 여행 갔던 곳이나 함께 했던 행사들의 사진들을 정리하며 그때의 이야기를 나누고 싶어요.,그 여행이나 행사에서 가장 인상 깊었던 순간은 어떤 것이었나요?,Open Question
"제 생일이었을 때 할머니와 함께 바다를 보러 갔었는데, 그때의 경치와 할머니가 해주신 따뜻한 말씀들이 가장 기억에 남습니다.",그 바다를 본 순간과 따뜻한 말씀들이 정말 소중한 추억으로 남아 있을 것 같네요.,Simple Reflection
가족들과 제 관계 때문에 계속 고민이 많아요.,그 고민이 깊어지면 마음이 무거울 것 같네요.,General
"네, 정말 그렇습니다.",가족과의 관계에서 무엇이 가장 중요하다고 생각하시나요?,Open Question
서로에 대한 배려와 이해가 가장 중요하다고 생각해요.,서로에 대한 배려와 이해가 가족 관계에서 중심을 이루는군요.,Simple Reflection
그런데 제 가족은 저에게 그런 것들을 보여주지 않았어요.,받고 싶었던 배려와 이해가 없었다면 실망감이 클 것입니다.,Complex Reflection
"네, 실망감을 넘어서 이제는 큰 상처가 되었습니다.",내담자님께서 받은 상처가 깊어서 회복이 필요한 시점인 것 같네요.,Complex Reflection
회복을 위한 첫걸음을 어떻게 떼어야 할지 모르겠어요.,회복 과정의 시작이 막막하게 느껴지시는 것 같습니다.,Complex Reflection
"맞습니다, 어디서부터 시작해야 할 지 감이 오지 않아요.",회복 과정에서 방향을 정하는 것이 순탄하지 않을 수 있습니다.,General
어머니와의 관계와 제 미래에 대해서 걱정이 많습니다.,어머니와의 관계와 미래에 대한 걱정이 크심을 알 수 있네요.,Complex Reflection
"네, 특히 저희 어머니가 제게 많은 의지를 하시는 부분이요.",어머니가 내담자님에게 많이 의지하시는 부분에서 어떤 감정을 느끼시나요?,Open Question
"때때로 부담스럽고, 제 인생에 대해 자유롭게 선택하고 싶은데 제한을 느끼곤 합니다.",어떤 선택을 하고 싶으신지 자세히 이야기해 주실 수 있나요?,Open Question
제가 직접 독립해 나가서 살아보고 싶습니다.,"독립을 원하시며, 그 과정에서 부담과 제한을 느끼시는군요.",Complex Reflection
"네, 그리고 어머니께 제 마음을 솔직하게 전할 수 있는 방법을 찾기가 어렵습니다.","어머니께 마음을 표현하는 것이 어렵다고 느끼시면서, 그럼에도 불구하고 소통의 길을 찾고 싶어 하시는군요.",Complex Reflection
"네, 어머니와 소통의 길을 찾는 것이 저에게 중요합니다.","어머니와의 소통을 개선하고 싶을 때, 어떤 방식을 상상하시나요?",Open Question
어머니와 조용한 장소에서 마음을 열고 서로의 생각을 진솔하게 나눌 수 있는 시간을 갖고 싶습니다.,"조용한 장소에서 어머니와 진솔한 대화를 나누길 원하시며, 그런 대화를 통해 더 나은 이해와 소통을 기대하시는군요.",Complex Reflection
"네, 정말 그렇게 될 수 있기를 바랍니다.",그렇게 대화를 나누어 보고 싶은 주제나 질문이 있으신가요?,Open Question
어떻게 하면 서로에게 좋은 경계를 설정할 수 있는지 함께 이야기해보고 싶습니다.,서로에게 좋은 경계를 설정하는 방법을 탐색하고 싶어 하시는군요.,General
아빠가 저한테 해주셨던 말들이 계속 머릿속에서 맴돌아요.,아빠에 대한 생각이 마음속에 큰 자리를 차지하고 있군요.,Complex Reflection
"네, 그리고 그 생각들이 제 삶에 어떤 영향을 미치고 있는지 깨닫게 되었어요.",아빠의 말씀이 내담자님의 삶에 중요한 영향을 주고 있음을 자각하신 것 같네요.,Complex Reflection
그렇습니다. 그 말들 때문에 제가 스스로를 너무 엄격하게 다루는 것 같아요.,그 말들을 통해 내담자님 자신을 어떻게 보게 되셨나요?,Open Question
항상 스스로를 이겨야 하는 상대로 보게 됐어요.,"어떻게 하면 스스로를 이겨야 하는 상대가 아닌, 이해하고 돌볼 수 있는 사람으로 볼 수 있을까요?",Open Question
그게 참 어려울 것 같아요.,스스로에게 엄격하다는 것이 간단히 변할 수 있는 문제가 아니라고 느끼고 계시는군요.,Complex Reflection
"네, 아빠의 기준에 맞추려고 항상 노력했으니까 변화하는 게 쉽지 않을 것 같아요.",아빠의 기준에 맞추기 위한 노력이 변화의 길에 있어 어려움을 주고 있네요.,Complex Reflection
하지만 이제는 저를 위한 삶을 살고 싶습니다.,자신을 위한 삶을 살고 싶다는 결심을 하신 건 정말 중요한 발걸음입니다.,Affirm
"그 말씀에 공감해요, 제 방식대로 저를 대해보고 싶다는 생각이 점점 커지고 있어요.",자신의 방식으로 자신을 대하고자 하는 생각이 점점 커지고 있음은 긍정적인 변화로 나아가려는 내담자님의 용기를 보여줍니다.,Affirm
저도 그 용기를 잃지 않으려고 여기에 왔어요.,스스로에 대한 이해와 변화를 위한 용기가 여기까지 오는 데 큰 역할을 했군요.,Complex Reflection
저의 경험을 이야기하면서 저를 더 깊게 이해하고 싶어요.,내담자님의 경험을 통해 스스로를 더 깊게 이해하려는 바람이 큰 변화의 밑거름이 될 것입니다.,Complex Reflection
"안녕하세요, 제가 요즘 집에 있을 때와 밖에 있을 때의 제 모습이 너무 다른 걸 느껴서 걱정이 되어 상담을 받으러 왔어요.",그 상황이 내담자님의 마음을 많이 무겁게 하고 있군요.,Complex Reflection
"네, 사실 집에서 제가 굉장히 감정이 없는 사람처럼 느껴져요.",그 감정의 부재가 내담자님에게 어떤 영향을 미치고 있나요?,Open Question
제가 정말 이중적인 사람이 되는 게 아닌가 하는 걱정이 많이 들어요.,이런 걱정이 내담자님을 상당히 혼란스럽게 만들고 있군요.,Complex Reflection
"네, 그리고 제가 계속 이렇게 살아가게 된다면 정말 저를 잃어버리는 것 같아서 무서워요.",내담자님이 자신의 정체성을 잃어버릴 것이라는 두려움이 상당히 크군요.,Complex Reflection
"네, 정말 저를 이해하고 있는지, 아니면 계속 가면을 쓰고 있는 건지 헷갈려요.",내담자님의 본모습과 가면 사이에서 혼란을 느끼시는군요.,Complex Reflection
"네, 그래서 제가 어떻게 해야 할지 모르겠어요.",어떻게 해야 할지 모르시겠군요.,Simple Reflection
저만의 방식으로 이 감정의 원인을 조금씩 알아가보고 싶어요.,어떤 방법으로 감정의 원인을 알아가보고 싶으신지 좀 더 말씀해주실 수 있나요?,Open Question
"아마도 일기를 써보거나, 밖에서의 제 모습과 집에서의 제 모습을 비교해보며 작성해보고 싶어요.",일기 작성과 자신의 다른 모습들을 비교하는 것이 내담자님에게 도움이 될 수 있겠군요.,Advise
"네, 그리고 그 과정에서 저만의 감정을 더 잘 이해하게 되기를 바랍니다.",감정을 더 잘 이해하기 위한 과정이 내담자님에게 큰 의미가 있을 것입니다.,General
혼자 있을 때면 엄마에게서 온 연락을 피하고 싶은 마음과 엄마로 인해 불행했던 과거의 기억들이 자꾸만 떠오르는 것이 제 생활에 큰 영향을 주고 있습니다.,엄마와 관련된 과거의 아픔이 현재에도 여전히 울림을 주고 있는군요.,Complex Reflection
"네, 특히 엄마가 전화를 하실 때마다 더 강하게 느껴져서 매번 전화를 피하게 되네요.",엄마로 인한 스트레스가 피하고 싶은 마음과 과거의 기억들을 계속 되새기게 하고 있네요.,Complex Reflection
"네, 정확해요. 그런 기억들 때문에 항상 마음이 무겁습니다.",어떤 방식으로 그 무거운 마음을 조금이나마 덜 수 있을지 고민해 보셨나요?,Open Question
아직 구체적으로 어떻게 해야 할지는 모르겠어요.,"아직 해결책을 찾지 못하셨지만, 무거운 마음에서 벗어나고 싶은 생각은 있으신 것 같네요.",Complex Reflection
"네, 이 상태를 계속 지속하고 싶지 않아요.",상황을 변화시키고자 하는 의지를 가지고 계시는군요. 이는 매우 중요한 첫걸음입니다. 상태를 인식하고 변화를 추구하는 것 자체가 큰 가치가 있습니다.,Affirm
그럼 저도 조금씩 상황을 바꿔볼 수 있을 거라고 생각해요.,"엄마와의 관계에서 변화를 원하실 때, 어떤 점이 가장 우선적으로 해결되길 바라시나요?",Open Question
"엄마에 대한 제 감정을 정확히 이해하고, 그 감정들이 제 일상에 미치는 영향을 줄이고 싶어요.",엄마에 대한 감정과 그 영향을 이해하려는 노력은 자신의 내면을 다루는데 도움이 될 것입니다.,Complex Reflection
"네, 최근에 제가 겪고 있는 우울과 불안감 때문에 심리적으로 굉장히 힘들어하고 있어요.",그런 상황에서도 여기까지 오셔서 말씀을 나누는 용기가 대단하시군요.,Affirm
저도 제 문제를 인정하고 조금씩 나아지고 싶다는 생각이 들어서 온 거예요.,"내담자님이 스스로의 문제를 인식하고, 그것을 극복하려는 의지가 있네요.",Complex Reflection
그렇습니다. 어머니와의 관계에서 느끼는 부담감도 줄이고 싶어요.,어머니와의 관계에서 느끼는 부담을 줄이고자 하는 의지를 가지신 점이 인상적입니다.,Affirm
어머니에게 현재 제 상황과 감정을 솔직히 이야기하고자 합니다.,내담자님의 요구와 감정을 솔직하게 표현하고자 하는 결심이 굉장히 중요합니다.,Affirm
그런데 어떻게 시작해야할지 모르겠어요.,어머니에게 솔직히 말씀 드리고 싶은 내용 중 가장 중요하다고 생각하는 부분은 무엇인가요?,Open Question
우리 가족의 상황과 저의 감정상태에 대한 이해를 구하는 거예요.,가족과 본인의 감정상태에 대한 이해를 얻고자 하는 것이 상당히 중요하신가 봅니다.,Complex Reflection
그렇습니다. 상황을 솔직하게 이야기하면서 어머니가 이해해 주실 수 있을지가 제일 걱정돼요.,"가족 내에서의 솔직한 대화를 통해 어머니의 이해를 얻길 바라시는 거네요, 그러나 어머니의 반응에 대한 불확실성이 부담으로 작용하고 있습니다.",Complex Reflection
"네, 그 부분이 가장 큰 고민입니다.",어머니와의 대화를 생각할 때 어떤 부분이 가장 걱정되시나요?,Open Question
어머니가 제 말을 듣고 상처를 받으실까 봐 걱정돼요.,어머니가 상처받지 않도록 말씀드리고 싶은 내용을 어떻게 표현하고 싶으신가요?,Open Question
"제 감정을 이해해주셨으면 좋겠고, 저에 대한 기대를 조금만 줄여주시라고 말씀드리고 싶어요.",내담자님의 감정 이해와 기대치 조정에 대해 어머니께 전달하고자 하는 바가 분명하시군요.,Complex Reflection
저는 제 공간이 필요한데 엄마와 계속 같은 방을 써야 한다는 게 마음이 편하지 않아요.,개인적인 공간이 부족해서 많이 불편하신 것 같네요.,Complex Reflection
"네, 정말 그래요. 저 혼자만의 시간과 공간이 정말 필요한데, 그럴 수 없다는 게 스트레스입니다.",혼자만의 시간과 공간을 갖지 못해 스트레스를 받고 계시는군요.,Complex Reflection
"네, 정확히 그렇습니다. 그리고 엄마는 제 물건도 마음대로 써서 더 답답해요.",엄마와의 관계에서 어떤 변화를 희망하시나요?,Open Question
엄마와 조금 더 독립된 공간에서 살고 싶어요.,독립된 공간을 갖고 싶은 바람에 어떤 생각이나 고민이 더 있으신가요?,Open Question
엄마가 제 개인적인 물건들을 함부로 사용하지 않았으면 좋겠어요.,개인적인 물건을 함부로 사용하지 않는 것에 대한 열망이 강하신 것 같군요.,Complex Reflection
"네, 정말로 그 부분이 개선되면 좀 더 마음이 편할 것 같아요.",그 부분이 개선된다면 어떤 점들이 내담자님의 일상에서 달라질 것 같나요?,Open Question
저의 물건을 스스로 관리할 수 있게 되어 개인적인 공간에 대한 존중을 느낄 것 같습니다.,개인적인 공간에 대한 존중을 느끼게 되면 어떤 긍정적인 변화가 내담자님의 생활에 생길까요?,Open Question
"제가 원하는 방식으로 일상을 조직하고, 스트레스를 덜 받을 수 있을 거예요.",일상을 원하는 방식으로 조직하며 스트레스를 줄일 수 있는 방법을 찾으셨군요.,Complex Reflection
제 방에 엄마가 들어와 창문을 열어놓으셨을 때 화가 많이 났어요.,그런 상황에서 화가 나셨을 때의 감정을 잘 표현해 주셨네요.,Affirm
감정을 제대로 다루지 못하는 거 같아서 약간 답답해요.,감정을 다루는 것에 답답함을 느끼고 계시군요.,Simple Reflection
"네, 제가 어떻게 감정을 조절해야 할지 모르겠어요.",어떤 방법이라도 감정 조절에 도움이 된 경험이 있었는지 이야기해주실 수 있나요?,Open Question
아직까지 그런 경험이 별로 없어요.,어떤 방식으로 감정 조절을 시도해보신 적이 있나요?,Open Question
깊게 숨을 쉬거나 잠시 다른 방에 가서 혼자 있는 시간을 가지려고 노력은 해봤어요.,깊은 호흡과 혼자만의 시간을 가지려는 노력을 해보셨네요.,Affirm
그렇지만 그것만으로는 제 감정을 완전히 진정시키는 데 충분하지 않았어요.,그 방법으로 감정을 진정시키기에는 부족함을 느끼셨군요.,General
그래서 다른 방법을 찾고 싶어요.,"다른 방법을 찾고 싶어하실 때, 어떤 결과를 기대하시나요?",Open Question
화를 내지 않고 상황을 보다 차분하게 대처하고 싶어요.,화를 내지 않고 상황을 차분하게 대처하고자 하는 의지가 있으시군요.,Simple Reflection
저는 이런 감정 조절에 실패하지 않도록 더 많은 방법을 배우고 싶어요.,감정 조절 방법을 배우고자 하는 본인의 의지가 성장의 길로 이끌고 있네요.,Affirm
정말 모든 게 제게 엄청난 부담으로 느껴져요.,그렇군요. 업무나 일상에서 부담이 커진 감정을 겪고 계시는군요.,Simple Reflection
"그게 아니라, 저희 어머니 때문에 이런 감정을 느끼는 거예요.",어머니와의 관계가 어떻게 내담자님에게 부담으로 작용하고 있는지 설명해주실 수 있나요?,Open Question
어머니가 스트레스를 받으시면 그걸 저한테 그대로 풀어버리시거든요.,어머니의 스트레스가 전해지면서 그것이 큰 압박으로 느껴지시는군요.,Complex Reflection
"네, 정확히 그렇습니다. 게다가 저도 스트레스를 받으면 제 문제로만 가득차게 되니까 더 힘들어요.",어머니의 스트레스를 받아들이면서 자신의 스트레스까지 관리하려 하니 상당히 벅찬 상황이신 것 같군요.,Complex Reflection
그렇습니다. 이런 상황에서 제 스트레스는 누구에게도 털어놓지 못하고 혼자 감당하고 있어요.,내담자님의 어려움은 혼자서는 감당하기 벅찬 수준에 이르렀군요.,Complex Reflection
그래서 요즘 정말 힘들어요.,이런 상황에서 조금이나마 위안이 되거나 도움이 된다고 느낀 경험이 있으신가요?,Open Question
사실 음악을 들으며 잠시나마 혼자만의 시간을 갖는 것이 조금 위안이 되긴 해요.,음악을 듣는 시간이 어떤 방식으로 위안을 주는지 나눠주실 수 있나요?,Open Question
음악을 듣는 동안에만큼은 잠시나마 다른 생각을 하지 않게 돼서 좀 더 평온해질 수 있어요.,음악을 통해 잠시나마 평온을 찾을 수 있었다는 것은 긍정적인 적응 방식을 찾고 계시다는 신호군요.,Complex Reflection
"안녕하세요, 그래서 제가 상담을 받으러 온 주된 이유는 아버지께서 최근 폐암 4기 진단을 받으셨고, 그 소식을 듣고 난 후부터 공부에 집중하지 못하고 정신적으로 많이 힘들어하고 있어요.",아버지의 질병 소식이 내담자님의 일상과 마음에 큰 영향을 주고 있군요.,Complex Reflection
"네, 정말 큰 영향을 주고 있어요. 공부에 집중하고 싶어도 마음이 자꾸 다른 곳으로 흘러가버려서요.",정신적으로 힘든 상황에서도 공부에 집중하고자 하는 노력이 느껴집니다.,Complex Reflection
감사합니다. 하지만 그 노력도 요즘엔 성과가 보이질 않아서 더욱 답답한 마음이에요.,어떤 방식으로 공부에 집중하려고 시도하셨나요?,Open Question
"먼저 제 방을 정리해서 공부에 집중할 수 있는 환경을 만들고, 매일 아침 일찍 일어나서 계획을 세우려고 노력했습니다.",정리된 공간과 계획을 통해 집중력 향상을 위해 애쓰시는군요.,Complex Reflection
"네, 그렇게 시작했는데도 마음이 계속 다른 곳으로 흘러가더라고요.",정리된 환경과 체계적인 계획에도 불구하고 마음이 다른 곳으로 향하는 것에 대해 큰 답답함을 느끼고 계시네요.,Complex Reflection
"네, 정말 답답하고 때로는 제가 통제할 수 없는 것처럼 느껴져요.",통제할 수 없는 것처럼 느껴지는 상황이 답답하시군요.,Simple Reflection
그렇습니다. 제 상황이 조금이라도 나아질 방법에 대해서 생각해보고 싶어요.,상황이 조금이라도 나아지기를 원하는 마음에서 시작된 변화의 과정이 보이네요.,Complex Reflection
오빠가 전보다 많이 변한 것에 대해 걱정되고 슬퍼요.,오빠의 변화에 대한 내담자님의 걱정과 실망이 크신 것 같네요.,Complex Reflection
"네, 정말 그렇습니다.",그 변화가 구체적으로 어떻게 내담자님의 마음에 영향을 주고 있나요?,Open Question
제가 아무것도 할 수 없다는 느낌이 저를 더 슬프게 해요.,저를 더 슬프게 하는 그 느낌이 크시군요.,Simple Reflection
"네, 오빠를 도와주지 못한다는 생각에 너무 무력하게 느껴집니다.",오빠를 도울 방법을 찾지 못해 느끼는 무력함이 힘들게 하고 있네요.,Complex Reflection
그렇게 무력한 마음을 견디기가 너무 힘들어요.,무력한 마음이 내담자님을 많이 지치게 만드는군요.,Complex Reflection
"네, 정말 많이 지치고 지금은 거의 한계에 다다른 느낌입니다.",오빠와의 관계에서 어떤 부분이 가장 크게 변했다고 느끼시나요?,Open Question
오빠가 저에게 터놓고 이야기하던 그 모습이 사라졌어요.,소통의 창이 좁아진 것에 대해 깊은 아쉬움을 느끼고 계시는군요.,Complex Reflection
"네, 소통이 단절되면서 오빠와의 관계가 많이 멀어진 것 같아요.",오빠와의 관계를 개선하기 위해 어떤 시도를 해보셨나요?,Open Question
저는 오빠가 좋아하던 활동을 같이 해보자고 제안해봤어요.,오빠와의 관계를 개선하려는 노력이 느껴집니다.,Affirm
하지만 오빠는 이제 그 활동들도 별로 관심이 없는 것 같아요.,오빠의 관심사가 변한 것에 대해 좌절감을 느끼고 계시는군요.,Complex Reflection
"네, 오빠에게 다가가려 할 때마다 거절당하는 느낌이 들어요.",거절당하는 경험이 내담자님을 점점 더 상실감에 빠지게 하고 있네요.,Complex Reflection
가장 좋아하던 오빠와의 관계가 멀어지는 게 견디기 어려워요.,그 상실감을 조금이나마 완화할 방법이 있을까요?,Open Question
제가 오빠에게 더 이해심을 가지고 기다려보는 것이 좋을 것 같아요.,내담자님께서 그 방식을 선택하신 이유를 들려주실 수 있나요?,Open Question
"오빠가 현재 어려운 상황을 겪고 있음을 이해하고, 압박감을 느끼지 않게 해주고 싶어서입니다.",오빠를 향한 깊은 이해와 배려가 그 결정의 밑바탕에 있네요.,Complex Reflection
"네, 오빠가 자신의 시간을 갖고 필요한 지원을 받을 수 있도록 기다려주는 것이 최선이라고 생각합니다.",내담자님은 오빠의 상황을 인내심 있게 받아들이려는 마음을 가지고 계시군요.,Complex Reflection
"안녕하세요, 부모님이 경제적 도움을 요청하실 때마다 거절하기 어려워서 정말 힘들어요.",그 상황에서 결정을 내리기 정말 어려우셨겠어요.,Simple Reflection
"네, 부모님에게 도움을 주고 싶은 마음과 제 재정적인 여유를 유지하고 싶은 마음 사이에서 많이 갈등하고 있어요.",부모님에게 필요한 지원을 제공하면서 동시에 본인의 재정적 안정성도 중요시하는 상황이시군요.,Complex Reflection
"맞아요, 사실 저도 미래를 위해 저축하고 싶고, 제 자신의 삶도 꾸려가고 싶은데 그게 쉽지가 않네요.",미래를 준비하고 싶은 마음과 자신의 삶을 영위하고자 하는 욕구가 강하심에도 부모님의 요청으로 인해 어려움을 겪고 계시네요.,Complex Reflection
"네, 정확히 그렇습니다. 저는 제 재정적인 안정과 미래에 대한 준비가 중요하다고 생각해요.",부모님의 경제적 요청을 고려하면서 재정적 안정과 미래 준비를 어떻게 조화롭게 다루고 싶으신가요?,Open Question
저는 어떻게든 밸런스를 찾고 싶어요.,어떤 방법을 통해 그 밸런스를 찾고 싶으신가요?,Open Question
"부모님께 제 재정적인 상황을 더 세부적으로 설명드리고, 제가 지원할 수 있는 범위를 명확히 하려고 해요.",부모님과의 소통을 통해 경제적 지원 가능성에 대해 더 명확히 하고자 하시는군요.,Complex Reflection
"네, 그리고 그 과정에서 상호 이해와 존중을 바탕으로 문제를 해결해 나가고 싶어요.",상호 이해와 존중을 바탕으로 문제 해결을 추구하는 접근 방식이 잘 작용할 것 같습니다.,Give Information
엄마를 생각하면 예전에 느꼈던 슬픔과 혼란이 자꾸 머리를 맴돌아요.,엄마를 떠올릴 때 드는 그 슬픔과 혼란에 대해 많이 고민하셨군요.,Complex Reflection
"네, 그 감정들이 왜 생겼는지, 예전에 비해 지금 엄마가 저에게 보여주는 태도가 어떻게 달라졌는지 이해하려 해도 힘들어요.",엄마의 태도 변화가 내담자님의 감정에 어떤 영향을 끼쳤는지 이야기해주실 수 있나요?,Open Question
"엄마가 이제는 정말 저를 사랑한다고 느낄 때도 있지만, 어릴 때의 상처와 혼란스러운 감정 때문에 때때로 엄마에 대해 의심하게 되요.",어릴 때의 상처가 현재 엄마에 대한 사랑과 의심 사이에서 갈등을 겪게 하고 있군요.,Complex Reflection
정확히 그렇습니다. 때로는 엄마를 믿고 싶은 마음과 다시 상처받을까 봐 두려운 마음 사이에서 조금 혼란스러워요.,엄마를 향한 신뢰와 과거 상처로 인한 두려움 사이에서 내담자님이 느끼는 혼란이 크시군요.,Complex Reflection
"네, 그래서 제가 어떻게 하면 이 갈등을 극복하고 관계를 개선할 수 있을지 모르겠어요.",갈등을 극복하고 관계를 개선하고 싶으신 마음이 크시군요.,Simple Reflection
"네, 제 마음을 조금이라도 안정시키고 엄마와 좀 더 건강한 관계를 맺고 싶어요.",엄마와의 관계를 건강하게 만들기 위해 안정된 마음을 갖고자 하는 노력이 느껴집니다.,Affirm
그렇게 말씀해주시니 조금 희망이 생기네요.,"내담자님의 희망을 느끼시는 모습, 용기 있는 모습입니다.",Affirm
이 감정들을 어떻게 풀어나가야 할지 구체적으로 알아보려고 해요.,감정을 해결하고자 하는 구체적인 탐색을 시작하려는 의지가 보입니다.,Affirm
"네, 그런 방향으로 나아가기 위한 첫 걸음을 떼려고 합니다.",어떤 방식이나 활동이 내담자님께서 느끼시는 감정을 풀어나가는 데 도움이 될 것 같나요?,Open Question
저는 일기를 써보려고 해요.,일기를 통해 자신의 생각과 감정을 정리하려는 시도가 도움이 될 겁니다.,General
"안녕하세요, 저는 엄마와의 관계로 너무 힘들어서 상담을 받으러 왔습니다.",엄마와의 관계로 인해 어려움을 겪고 계시는군요.,Simple Reflection
"네, 그렇습니다. 항상 엄마에게 상처받길 원하는 이 마음이 저를 괴롭혀요.",엄마로부터 받은 상처가 내담자님을 깊이 아프게 하고 있다는 걸 느끼시는군요.,Complex Reflection
"네, 정확해요. 그런데 이 마음을 다루는 방법을 몰라요.","상처받은 감정을 다루고 싶지만, 어떻게 해야 할지 방향을 찾지 못하고 계시는군요.",Complex Reflection
"맞아요, 방향을 찾는 것 자체가 너무 어렵습니다.",방향을 찾는 것이 어렵다고 느끼고 계시군요.,Simple Reflection
"네, 저도 제 마음을 이해하고 싶고, 이 감정을 관리할 방법을 찾고 싶어요.",그 감정을 관리하는 것에 있어 어떤 부분이 가장 어렵다고 느끼시나요?,Open Question
"가장 어려운 건, 순간의 감정을 컨트롤하지 못하고 화를 내거나 감정이 솟구쳐 오르는 순간이에요.",감정이 솟구치는 순간에 자제력을 잃어버리는 것에 대해 큰 어려움을 겪고 계시는군요.,Complex Reflection
"네, 그 순간들이 정말 어렵습니다.",어떤 방법을 사용하면 그 순간에 자신의 감정을 더 잘 이해하고 관리할 수 있을 것 같으신가요?,Open Question
아마도 그런 순간에 잠깐 멈추고 깊게 숨을 쉬면서 내 감정이 왜 이렇게 되는지 생각해볼 필요가 있을 것 같습니다.,그 순간에 잠깐 멈추고 깊게 숨을 쉬며 자신의 감정을 이해하려 노력하는 방법을 고려해 보시는군요.,Simple Reflection
안녕하세요. 요즘 제 주변 가족 관계에서 일어나는 일들이 마음을 많이 무겁게 만들고 있습니다.,그 상황이 쉽지 않아 보이네요.,Simple Reflection
"네, 그렇게 느껴집니다.",그런 상황 속에서 내담자님 자신을 어떻게 보호하고 계신지 이야기해 주실 수 있나요?,Open Question
사실 저도 어떻게 저를 보호해야 할지 잘 모르겠어요.,그 상황에 대처하는 법을 찾기가 어려우실 수 있겠네요.,General
"네, 정말 어렵습니다.",가족 관계에서 어떤 변화를 희망하시나요?,Open Question
좀 더 서로를 이해하고 소통할 수 있는 분위기가 되었으면 좋겠어요.,솔직한 소통과 이해의 중요성을 알고 계시네요.,Affirm
"그렇습니다, 가족 모두가 서로의 입장을 이해하려고 노력한다면 분위기가 더 나아질 것 같아요.",서로의 입장을 이해하려는 노력이 결국 관계를 더욱 돈독하게 만들 수 있겠네요.,Complex Reflection
"네, 그런 변화가 일어난다면 우리 가족도 더 행복해질 것 같아요.",그 변화를 위해 내담자님께서는 어떤 첫걸음을 내디딜 준비가 되어 있나요?,Open Question
저부터 솔직한 마음을 표현하는 연습을 해보려고 생각하고 있어요.,솔직한 마음 표현은 관계 개선을 위한 좋은 출발점이 될 수 있겠네요.,General
재수학원에 있을 때 제 스스로 모든 것을 계획하고 관리했던 시간이 기억에 남습니다.,그 시기에 스스로에 대한 관리 능력을 발휘하셨군요.,Affirm
"네, 그 때는 스스로 일어나고, 스케줄을 관리하며, 공부할 시간도 스스로 정했었어요.",내담자님은 독립적으로 삶을 조율하며 자신만의 리듬을 찾았던 시기를 소중히 여기시는군요.,Complex Reflection
"네, 저 혼자 결정하고 실행했을 때 더 책임감을 느끼고 만족감도 컸어요.","내담자님은 자신의 일에 주도적으로 참여했을 때, 그 일의 결과에 대한 만족도와 책임감이 커진다고 느끼시는군요.",Complex Reflection
"맞아요, 그래서 현재 상황이 조금 답답해요.",현재 상황이 답답하다고 느끼시는군요.,Simple Reflection
"네, 부모님께서 제 삶의 많은 부분을 결정하시려고 해서 그런 것 같아요.",부모님의 결정이 내담자님의 일상에 큰 영향을 주고 계시는군요.,Simple Reflection
"맞습니다, 저의 결정도 중요하다고 생각하는데 그 부분이 존중받지 못하는 것 같아요.","내담자님의 의견이 충분히 반영되길 원하시는데, 그 과정에서 존중 받지 못한다고 느끼시는군요.",Complex Reflection
"네, 그렇습니다. 저도 제 의견을 충분히 표현하고 싶어요.",의견을 충분히 표현하고자 하는 내담자님의 바람이 강하게 드러나고 있네요.,Complex Reflection
"네, 저의 목소리가 들리길 바라고 있어요.",목소리를 낼 수 있는 방법을 찾고자 하는 깊은 바람을 가지고 계시군요.,General
제가 무엇을 하든 항상 부족하다는 생각이 계속 들어요.,그 감정을 인지하고 계시는 건 자기 자신에 대한 깊은 탐색이 시작되고 있다는 신호일 수도 있겠네요.,Complex Reflection
"네, 그렇게 생각해 본 적은 없었는데, 그렇게 말씀해 주시니 조금 다른 관점으로 생각해 볼 수 있을 것 같아요.",새로운 관점으로 자신을 바라보려는 의지가 대단하시네요.,Affirm
"네, 아직은 확실하지 않지만, 조금씩 제 생각을 바꾸려고 노력하고 있어요.",그 노력이 본인에게 큰 의미를 가질 것입니다.,Affirm
저도 그렇게 믿고 싶습니다.,본인의 믿음이 현실이 되는 길을 걷고 계시군요.,Complex Reflection
"네, 그 길을 조금씩 걸어보려고 합니다.",생각을 바꾸려고 노력하는 과정에서 가장 중요하게 생각하는 것은 무엇인가요?,Open Question
제 자신에 대한 이해를 높이는 거예요.,자신을 이해하려는 시도는 매우 중요하다고 할 수 있겠군요.,Complex Reflection
"네, 제가 느끼는 감정과 생각의 깊은 이유를 알아가는 것이 중요하다고 생각합니다.",감정과 생각의 깊은 이유를 탐색하는 과정에서 많은 발견들이 있을 겁니다.,Complex Reflection
저를 불안하게 만드는 기분이 가장 커요.,그 기분이 있어서 일상생활에 여러 어려움이 있겠네요.,Complex Reflection
"네, 일상생활에서 결정을 내리는 것이 참 힘들어요.",결정을 내리기 어려울 때 어떤 상황이 가장 도전적이신가요?,Open Question
제가 진로를 결정해야 할 때 가장 어려워요.,그 상황에서는 누구라도 큰 압박을 느낄 수 있겠습니다.,General
그럼에도 불구하고 어떤 방향으로 나아가야 할지 몰라 더욱 막막합니다.,어떤 요소들이 진로 결정을 더 어렵게 만드는지 알 수 있을까요?,Open Question
제가 지금까지 겪어온 실패 경험들과 가족의 부정적인 말들이 자신감을 깎아먹어서 그런 것 같아요.,실패 경험과 부정적인 말들이 자신감에 영향을 미치는 건 이해가 됩니다.,Complex Reflection
